year,category_id,order_count,refund_order_count,refund_rate
2023,100534,634,59,9.31
2023,100535,5291,489,9.24
2023,100536,4498,412,9.16
2023,100542,1596,150,9.40
2023,100551,1328,163,12.27
2023,100559,646,63,9.75
2023,100560,8065,856,10.61
2023,100561,1845,200,10.84
2023,100569,2340,232,9.91
2023,100578,3757,359,9.56
2023,100587,3996,392,9.81
2023,100588,5602,503,8.98
2023,100590,145,11,7.59
2023,100592,1451,173,11.92
2023,100598,492,50,10.16
2023,100599,135,12,8.89
2023,100600,1913,192,10.04
2023,100605,323,38,11.76
2023,100607,329,36,10.94
2023,100611,274,24,8.76
2023,100614,358,27,7.54
2023,100618,237,21,8.86
2023,100620,623,49,7.87
2023,100623,3773,362,9.59
2023,100625,159,17,10.69
2023,100627,1452,180,12.40
2023,100629,234,20,8.55
2023,100635,873,91,10.42
2023,100637,1644,172,10.46
2023,100639,204,22,10.78
2023,100642,500,49,9.80
2023,100644,800,78,9.75
2023,100645,3955,357,9.03
2023,100646,1059,108,10.20
2023,100648,342,32,9.36
2023,100653,1002,87,8.68
2023,100657,260,24,9.23
2023,100660,1406,133,9.46
2023,100661,455,46,10.11
2023,100663,1249,148,11.85
2023,100664,79,10,12.66
2023,100671,15,0,0.00
2023,100672,788,90,11.42
2023,100673,1080,98,9.07
2023,100674,191,26,13.61
2023,100680,810,81,10.00
2023,100682,615,71,11.54
2023,100683,1285,132,10.27
2023,100684,409,55,13.45
2023,100691,2595,259,9.98
2023,100694,425,47,11.06
2023,100701,579,74,12.78
2023,100703,443,51,11.51
2023,100705,240,27,11.25
2023,100710,993,117,11.78
2023,100715,260,33,12.69
2023,100726,243,22,9.05
2023,100727,54,6,11.11
2023,100733,6,0,0.00
2023,100734,1977,201,10.17
2023,100735,810,96,11.85
2023,100736,4,0,0.00
2023,100740,838,79,9.43
2023,100742,6692,668,9.98
2023,100743,572,48,8.39
2023,100747,896,85,9.49
2023,100748,1357,138,10.17
2023,100749,243,20,8.23
2023,100751,299,38,12.71
2023,100757,1528,141,9.23
2023,100758,250,29,11.60
2023,100765,95,8,8.42
2023,100766,194,20,10.31
2023,100774,127,14,11.02
2023,100778,1347,129,9.58
2023,100780,334,32,9.58
2023,100782,10,0,0.00
2023,100788,171,20,11.70
2023,100790,1553,151,9.72
2023,100799,1757,165,9.39
2024,100004,3453,338,9.79
2024,100006,785,84,10.70
2024,100008,293,22,7.51
2024,100010,117,8,6.84
2024,100030,2477,288,11.63
2024,100031,1113,115,10.33
2024,100033,292,31,10.62
2024,100035,433,44,10.16
2024,100037,652,68,10.43
2024,100051,906,83,9.16
2024,100053,584,55,9.42
2024,100057,1813,186,10.26
2024,100058,224,17,7.59
2024,100059,32,2,6.25
2024,100061,37,3,8.11
2024,100063,1042,118,11.32
2024,100070,271,33,12.18
2024,100073,807,93,11.52
2024,100077,497,44,8.85
2024,100078,360,25,6.94
2024,100079,1601,182,11.37
2024,100080,484,48,9.92
2024,100082,754,82,10.88
2024,100083,1025,115,11.22
2024,100085,6619,651,9.84
2024,100088,821,71,8.65
2024,100091,491,43,8.76
2024,100094,1120,136,12.14
2024,100095,776,78,10.05
2024,100096,355,39,10.99
2024,100097,376,37,9.84
2024,100098,765,85,11.11
2024,100099,659,57,8.65
2024,100100,602,52,8.64
2024,100101,865,91,10.52
2024,100103,384,38,9.90
2024,100104,1226,107,8.73
2024,100106,808,84,10.40
2024,100107,689,71,10.30
2024,100108,1141,96,8.41
2024,100109,1073,92,8.57
2024,100110,1142,115,10.07
2024,100112,1822,164,9.00
2024,100113,1141,127,11.13
2024,100114,186,15,8.06
2024,100115,271,24,8.86
2024,100121,907,75,8.27
2024,100122,1049,88,8.39
2024,100123,330,34,10.30
2024,100124,1174,114,9.71
2024,100125,1170,112,9.57
2024,100126,464,49,10.56
2024,100128,1476,136,9.21
2024,100131,101,9,8.91
2024,100132,1048,117,11.16
2024,100133,103,12,11.65
2024,100134,1062,125,11.77
2024,100135,1085,95,8.76
2024,100136,211,18,8.53
2024,100137,613,51,8.32
2024,100141,181,13,7.18
2024,100150,290,29,10.00
2024,100151,739,66,8.93
2024,100152,333,30,9.01
2024,100154,3524,368,10.44
2024,100156,563,58,10.30
2024,100158,2114,200,9.46
2024,100159,794,98,12.34
2024,100161,199,24,12.06
2024,100163,931,99,10.63
2024,100164,954,100,10.48
2024,100165,656,56,8.54
2024,100167,1229,96,7.81
2024,100168,917,99,10.80
2024,100169,717,71,9.90
2024,100170,1445,140,9.69
2024,100172,445,44,9.89
2024,100173,934,93,9.96
2024,100174,582,49,8.42
2024,100177,1381,124,8.98
2024,100179,342,31,9.06
2024,100181,325,38,11.69
2024,100183,454,44,9.69
2024,100185,1570,172,10.96
2024,100186,331,29,8.76
2024,100188,1305,158,12.11
2024,100190,601,56,9.32
2024,100192,725,75,10.34
2024,100194,892,85,9.53
2024,100195,1693,167,9.86
2024,100197,2614,275,10.52
2024,100198,1214,139,11.45
2024,100203,420,43,10.24
2024,100205,97,9,9.28
2024,100206,311,35,11.25
2024,100207,1764,154,8.73
2024,100210,437,49,11.21
2024,100212,703,66,9.39
2024,100213,766,72,9.40
2024,100214,1955,191,9.77
2024,100215,305,34,11.15
2024,100217,557,46,8.26
2024,100219,237,23,9.70
2024,100222,5100,522,10.24
2024,100223,368,37,10.05
2024,100225,2391,249,10.41
2024,100226,1521,136,8.94
2024,100227,2437,248,10.18
2024,100228,1334,106,7.95
2024,100240,2636,234,8.88
2024,100246,3172,344,10.84
2024,100254,665,60,9.02
2024,100258,439,42,9.57
2024,100261,2167,204,9.41
2024,100263,1682,169,10.05
2024,100267,3328,369,11.09
2024,100270,3835,366,9.54
2024,100273,2031,193,9.50
2024,100285,1388,123,8.86
2024,100286,410,38,9.27
2024,100289,2065,208,10.07
2024,100295,1773,176,9.93
2024,100296,835,78,9.34
2024,100297,738,66,8.94
2024,100298,1904,189,9.93
2024,100300,2121,218,10.28
2024,100302,1877,182,9.70
2024,100305,1302,141,10.83
2024,100306,1918,178,9.28
2024,100307,1904,195,10.24
2024,100308,1938,203,10.47
2024,100309,986,109,11.05
2024,100310,6393,577,9.03
2024,100315,1448,151,10.43
2024,100319,250,23,9.20
2024,100323,1916,193,10.07
2024,100325,2022,224,11.08
2024,100329,617,62,10.05
2024,100334,710,59,8.31
2024,100338,1277,121,9.48
2024,100343,1083,111,10.25
2024,100349,1605,153,9.53
2024,100353,1099,104,9.46
2024,100359,974,80,8.21
2024,100363,1259,137,10.88
2024,100442,131,11,8.40
2024,100444,1058,108,10.21
2024,100445,7427,807,10.87
2024,100446,262,27,10.31
2024,100447,1695,156,9.20
2024,100450,2800,310,11.07
2024,100451,1958,208,10.62
2024,100453,358,36,10.06
2024,100455,1115,121,10.85
2024,100457,521,47,9.02
2024,100462,1747,181,10.36
2024,100469,67,11,16.42
2024,100471,171,15,8.77
2024,100473,98,4,4.08
2024,100475,891,93,10.44
2024,100478,348,37,10.63
2024,100480,242,24,9.92
2024,100482,205,20,9.76
2024,100486,953,90,9.44
2024,100487,610,58,9.51
2024,100488,4602,465,10.10
2024,100489,714,72,10.08
2024,100491,5136,501,9.75
2024,100493,305,33,10.82
2024,100496,452,44,9.73
2024,100498,650,64,9.85
2024,100504,256,23,8.98
2024,100506,33,3,9.09
2024,100509,574,50,8.71
2024,100514,1625,174,10.71
2024,100515,4228,434,10.26
2024,100518,353,31,8.78
2024,100532,701,67,9.56
2024,100534,899,98,10.90
2024,100535,6008,619,10.30
2024,100536,5650,537,9.50
2024,100542,1892,179,9.46
2024,100551,1684,169,10.04
2024,100559,1440,159,11.04
2024,100560,9592,972,10.13
2024,100561,1828,200,10.94
2024,100569,3242,328,10.12
2024,100578,4423,415,9.38
2024,100587,5340,520,9.74
2024,100588,6585,651,9.89
2024,100590,635,65,10.24
2024,100592,1469,150,10.21
2024,100594,295,26,8.81
2024,100598,664,58,8.73
2024,100599,406,37,9.11
2024,100600,2378,236,9.92
2024,100602,259,35,13.51
2024,100605,417,41,9.83
2024,100607,1112,111,9.98
2024,100609,81,8,9.88
2024,100611,576,54,9.38
2024,100614,1128,120,10.64
2024,100616,240,31,12.92
2024,100618,337,34,10.09
2024,100620,824,76,9.22
2024,100623,5401,528,9.78
2024,100625,484,48,9.92
2024,100627,1275,125,9.80
2024,100629,584,61,10.45
2024,100632,376,33,8.78
2024,100635,316,28,8.86
2024,100637,1722,164,9.52
2024,100639,889,85,9.56
2024,100642,313,36,11.50
2024,100644,516,37,7.17
2024,100645,5488,584,10.64
2024,100646,1205,116,9.63
2024,100648,423,48,11.35
2024,100651,514,43,8.37
2024,100653,621,58,9.34
2024,100655,359,33,9.19
2024,100657,376,47,12.50
2024,100660,1168,103,8.82
2024,100661,600,70,11.67
2024,100662,230,17,7.39
2024,100663,1135,99,8.72
2024,100664,446,51,11.43
2024,100665,97,6,6.19
2024,100670,271,36,13.28
2024,100671,642,75,11.68
2024,100672,912,85,9.32
2024,100673,920,91,9.89
2024,100674,708,69,9.75
2024,100675,113,8,7.08
2024,100680,339,24,7.08
2024,100682,1482,149,10.05
2024,100683,1162,116,9.98
2024,100684,332,31,9.34
2024,100687,340,26,7.65
2024,100688,69,7,10.14
2024,100691,2327,248,10.66
2024,100692,517,55,10.64
2024,100693,194,21,10.82
2024,100694,615,62,10.08
2024,100696,249,22,8.84
2024,100697,51,5,9.80
2024,100701,631,51,8.08
2024,100702,245,28,11.43
2024,100703,353,32,9.07
2024,100705,314,42,13.38
2024,100706,294,24,8.16
2024,100710,893,94,10.53
2024,100711,236,19,8.05
2024,100712,73,8,10.96
2024,100715,583,52,8.92
2024,100716,137,12,8.76
2024,100725,283,32,11.31
2024,100726,307,38,12.38
2024,100727,305,25,8.20
2024,100728,118,9,7.63
2024,100733,260,26,10.00
2024,100734,1501,132,8.79
2024,100735,693,80,11.54
2024,100736,275,35,12.73
2024,100740,714,86,12.04
2024,100742,7457,738,9.90
2024,100743,804,89,11.07
2024,100747,764,71,9.29
2024,100748,587,41,6.98
2024,100749,596,55,9.23
2024,100751,586,58,9.90
2024,100756,200,18,9.00
2024,100757,1072,112,10.45
2024,100758,432,48,11.11
2024,100765,510,53,10.39
2024,100766,410,42,10.24
2024,100773,76,7,9.21
2024,100774,408,38,9.31
2024,100778,1438,162,11.27
2024,100780,515,49,9.51
2024,100781,253,23,9.09
2024,100782,402,34,8.46
2024,100788,252,21,8.33
2024,100789,91,4,4.40
2024,100790,1235,132,10.69
2024,100791,316,35,11.08
2024,100796,64,6,9.38
2024,100798,364,34,9.34
2024,100799,1710,177,10.35
2025,100004,3386,332,9.81
2025,100006,467,42,8.99
2025,100008,306,28,9.15
2025,100010,391,37,9.46
2025,100030,2384,240,10.07
2025,100031,1143,126,11.02
2025,100033,206,21,10.19
2025,100035,332,41,12.35
2025,100037,562,58,10.32
2025,100051,585,53,9.06
2025,100053,457,43,9.41
2025,100057,1627,145,8.91
2025,100058,233,19,8.15
2025,100059,132,16,12.12
2025,100061,314,31,9.87
2025,100063,889,76,8.55
2025,100070,120,8,6.67
2025,100073,864,56,6.48
2025,100076,134,9,6.72
2025,100077,902,83,9.20
2025,100078,416,33,7.93
2025,100079,1381,126,9.12
2025,100080,745,66,8.86
2025,100081,202,27,13.37
2025,100082,658,57,8.66
2025,100083,1245,112,9.00
2025,100085,6291,587,9.33
2025,100088,593,56,9.44
2025,100091,717,66,9.21
2025,100094,906,88,9.71
2025,100095,583,67,11.49
2025,100096,577,52,9.01
2025,100097,246,39,15.85
2025,100098,492,48,9.76
2025,100099,538,68,12.64
2025,100100,454,57,12.56
2025,100101,602,59,9.80
2025,100103,419,37,8.83
2025,100104,1113,105,9.43
2025,100106,746,72,9.65
2025,100107,603,67,11.11
2025,100108,749,81,10.81
2025,100109,887,82,9.24
2025,100110,1105,119,10.77
2025,100112,1318,129,9.79
2025,100113,902,97,10.75
2025,100114,204,23,11.27
2025,100115,285,22,7.72
2025,100121,710,73,10.28
2025,100122,1022,109,10.67
2025,100123,345,33,9.57
2025,100124,1111,109,9.81
2025,100125,1403,152,10.83
2025,100126,355,26,7.32
2025,100128,1249,102,8.17
2025,100130,210,20,9.52
2025,100131,396,35,8.84
2025,100132,1080,104,9.63
2025,100133,392,46,11.73
2025,100134,1060,110,10.38
2025,100135,926,71,7.67
2025,100136,363,33,9.09
2025,100137,429,49,11.42
2025,100141,569,44,7.73
2025,100145,75,9,12.00
2025,100150,303,29,9.57
2025,100151,594,52,8.75
2025,100152,238,13,5.46
2025,100154,3584,358,9.99
2025,100156,455,29,6.37
2025,100158,1995,207,10.38
2025,100159,683,67,9.81
2025,100161,176,20,11.36
2025,100163,945,86,9.10
2025,100164,928,94,10.13
2025,100165,579,61,10.54
2025,100167,1093,110,10.06
2025,100168,915,88,9.62
2025,100169,774,71,9.17
2025,100170,1285,122,9.49
2025,100172,570,54,9.47
2025,100173,909,85,9.35
2025,100174,529,44,8.32
2025,100177,1171,101,8.63
2025,100179,279,30,10.75
2025,100181,367,30,8.17
2025,100183,513,52,10.14
2025,100185,1640,166,10.12
2025,100186,260,24,9.23
2025,100188,1230,116,9.43
2025,100190,364,33,9.07
2025,100192,705,70,9.93
2025,100194,788,64,8.12
2025,100195,1740,181,10.40
2025,100197,2653,247,9.31
2025,100198,1102,88,7.99
2025,100200,45,4,8.89
2025,100203,728,65,8.93
2025,100205,201,18,8.96
2025,100206,309,37,11.97
2025,100207,1648,135,8.19
2025,100210,533,49,9.19
2025,100212,774,63,8.14
2025,100213,875,68,7.77
2025,100214,1926,171,8.88
2025,100215,455,47,10.33
2025,100217,368,35,9.51
2025,100219,181,20,11.05
2025,100222,5068,567,11.19
2025,100223,741,70,9.45
2025,100225,2448,245,10.01
2025,100226,1392,153,10.99
2025,100227,2412,252,10.45
2025,100228,1318,129,9.79
2025,100240,2753,278,10.10
2025,100246,3197,306,9.57
2025,100254,966,104,10.77
2025,100258,425,50,11.76
2025,100261,1663,175,10.52
2025,100263,1687,155,9.19
2025,100267,3074,315,10.25
2025,100270,3753,388,10.34
2025,100273,1948,197,10.11
2025,100285,1491,161,10.80
2025,100286,382,40,10.47
2025,100289,1965,209,10.64
2025,100295,1773,161,9.08
2025,100296,807,73,9.05
2025,100297,793,71,8.95
2025,100298,1923,182,9.46
2025,100300,2027,203,10.01
2025,100302,1900,179,9.42
2025,100305,1637,180,11.00
2025,100306,1913,175,9.15
2025,100307,1834,183,9.98
2025,100308,2009,200,9.96
2025,100309,1380,128,9.28
2025,100310,6712,668,9.95
2025,100315,1942,184,9.47
2025,100319,587,61,10.39
2025,100323,1885,191,10.13
2025,100325,2316,205,8.85
2025,100329,844,74,8.77
2025,100334,595,70,11.76
2025,100338,1142,107,9.37
2025,100343,759,69,9.09
2025,100349,1354,149,11.00
2025,100353,750,67,8.93
2025,100359,984,103,10.47
2025,100363,1058,93,8.79
2025,100442,188,23,12.23
2025,100444,1217,108,8.87
2025,100445,7409,662,8.94
2025,100446,386,42,10.88
2025,100447,1760,176,10.00
2025,100450,2745,269,9.80
2025,100451,1892,199,10.52
2025,100453,236,29,12.29
2025,100455,1438,137,9.53
2025,100457,451,30,6.65
2025,100460,67,7,10.45
2025,100462,1541,152,9.86
2025,100464,197,16,8.12
2025,100469,182,25,13.74
2025,100471,189,24,12.70
2025,100473,254,22,8.66
2025,100475,1023,90,8.80
2025,100478,209,23,11.00
2025,100480,369,24,6.50
2025,100482,137,15,10.95
2025,100486,933,93,9.97
2025,100487,401,35,8.73
2025,100488,4726,438,9.27
2025,100489,482,51,10.58
2025,100491,5454,548,10.05
2025,100493,329,28,8.51
2025,100496,371,31,8.36
2025,100498,572,56,9.79
2025,100501,156,14,8.97
2025,100504,361,39,10.80
2025,100506,371,44,11.86
2025,100509,542,54,9.96
2025,100514,1673,180,10.76
2025,100515,4268,420,9.84
2025,100518,388,43,11.08
2025,100532,742,75,10.11
2025,100534,868,69,7.95
2025,100535,6104,597,9.78
2025,100536,5570,516,9.26
2025,100542,1786,173,9.69
2025,100551,1665,151,9.07
2025,100559,1470,145,9.86
2025,100560,9768,962,9.85
2025,100561,1779,161,9.05
2025,100569,3338,304,9.11
2025,100578,4536,430,9.48
2025,100587,4960,498,10.04
2025,100588,5998,638,10.64
2025,100590,535,60,11.21
2025,100592,1856,176,9.48
2025,100594,224,25,11.16
2025,100598,696,71,10.20
2025,100599,406,37,9.11
2025,100600,2216,239,10.79
2025,100602,382,40,10.47
2025,100605,610,56,9.18
2025,100607,728,71,9.75
2025,100609,293,29,9.90
2025,100611,564,58,10.28
2025,100614,708,72,10.17
2025,100616,516,51,9.88
2025,100618,551,52,9.44
2025,100620,540,60,11.11
2025,100623,5647,527,9.33
2025,100625,811,82,10.11
2025,100627,1356,133,9.81
2025,100629,570,59,10.35
2025,100632,776,66,8.51
2025,100635,322,26,8.07
2025,100637,1534,168,10.95
2025,100639,888,91,10.25
2025,100642,412,42,10.19
2025,100644,465,42,9.03
2025,100645,5366,498,9.28
2025,100646,850,102,12.00
2025,100648,487,46,9.45
2025,100651,586,57,9.73
2025,100653,507,49,9.66
2025,100655,324,35,10.80
2025,100657,677,67,9.90
2025,100660,1116,113,10.13
2025,100661,335,36,10.75
2025,100662,349,38,10.89
2025,100663,1218,139,11.41
2025,100664,406,44,10.84
2025,100665,178,24,13.48
2025,100666,222,19,8.56
2025,100670,335,39,11.64
2025,100671,376,36,9.57
2025,100672,975,85,8.72
2025,100673,903,76,8.42
2025,100674,621,59,9.50
2025,100675,332,31,9.34
2025,100676,115,10,8.70
2025,100680,172,15,8.72
2025,100682,1189,135,11.35
2025,100683,1106,104,9.40
2025,100684,376,36,9.57
2025,100687,392,39,9.95
2025,100688,199,23,11.56
2025,100689,119,11,9.24
2025,100691,1967,195,9.91
2025,100692,362,43,11.88
2025,100693,332,33,9.94
2025,100694,525,49,9.33
2025,100696,190,22,11.58
2025,100697,302,24,7.95
2025,100698,74,10,13.51
2025,100701,333,36,10.81
2025,100702,150,10,6.67
2025,100703,525,49,9.33
2025,100705,412,34,8.25
2025,100706,395,40,10.13
2025,100707,177,15,8.47
2025,100708,67,11,16.42
2025,100710,576,48,8.33
2025,100711,175,18,10.29
2025,100712,324,33,10.19
2025,100715,371,29,7.82
2025,100716,194,18,9.28
2025,100720,216,18,8.33
2025,100721,41,5,12.20
2025,100725,353,46,13.03
2025,100726,464,50,10.78
2025,100727,285,33,11.58
2025,100728,311,24,7.72
2025,100729,152,15,9.87
2025,100730,49,6,12.24
2025,100733,313,34,10.86
2025,100734,1418,132,9.31
2025,100735,723,63,8.71
2025,100736,297,30,10.10
2025,100740,643,82,12.75
2025,100742,6999,645,9.22
2025,100743,794,84,10.58
2025,100747,623,56,8.99
2025,100748,469,55,11.73
2025,100749,410,44,10.73
2025,100751,617,54,8.75
2025,100756,131,14,10.69
2025,100757,1150,102,8.87
2025,100758,516,43,8.33
2025,100764,133,15,11.28
2025,100765,407,36,8.85
2025,100766,420,41,9.76
2025,100773,257,23,8.95
2025,100774,447,39,8.72
2025,100778,1379,157,11.39
2025,100780,451,39,8.65
2025,100781,226,18,7.96
2025,100782,406,33,8.13
2025,100788,168,17,10.12
2025,100789,140,16,11.43
2025,100790,1119,99,8.85
2025,100791,404,39,9.65
2025,100796,147,19,12.93
2025,100797,51,2,3.92
2025,100798,331,40,12.08
2025,100799,1576,153,9.71
2025,100803,60,10,16.67
2026,100004,534,55,10.30
2026,100006,62,6,9.68
2026,100008,46,5,10.87
2026,100010,56,6,10.71
2026,100030,314,32,10.19
2026,100031,186,6,3.23
2026,100033,41,5,12.20
2026,100035,46,2,4.35
2026,100037,98,5,5.10
2026,100051,77,11,14.29
2026,100053,49,3,6.12
2026,100057,227,20,8.81
2026,100058,37,2,5.41
2026,100059,15,2,13.33
2026,100061,58,7,12.07
2026,100063,140,12,8.57
2026,100070,17,3,17.65
2026,100073,133,19,14.29
2026,100076,23,3,13.04
2026,100077,120,9,7.50
2026,100078,84,12,14.29
2026,100079,230,31,13.48
2026,100080,134,10,7.46
2026,100081,55,5,9.09
2026,100082,95,10,10.53
2026,100083,183,20,10.93
2026,100085,998,112,11.22
2026,100088,104,8,7.69
2026,100091,121,21,17.36
2026,100094,149,12,8.05
2026,100095,73,12,16.44
2026,100096,96,8,8.33
2026,100097,57,5,8.77
2026,100098,61,7,11.48
2026,100099,73,7,9.59
2026,100100,61,4,6.56
2026,100101,76,5,6.58
2026,100103,105,16,15.24
2026,100104,173,21,12.14
2026,100106,109,9,8.26
2026,100107,107,13,12.15
2026,100108,115,14,12.17
2026,100109,101,12,11.88
2026,100110,182,14,7.69
2026,100112,167,20,11.98
2026,100113,126,12,9.52
2026,100114,28,2,7.14
2026,100115,42,5,11.90
2026,100121,101,11,10.89
2026,100122,150,25,16.67
2026,100123,50,9,18.00
2026,100124,173,16,9.25
2026,100125,186,25,13.44
2026,100126,43,5,11.63
2026,100128,214,18,8.41
2026,100130,40,5,12.50
2026,100131,65,4,6.15
2026,100132,140,19,13.57
2026,100133,56,10,17.86
2026,100134,143,18,12.59
2026,100135,166,20,12.05
2026,100136,94,11,11.70
2026,100137,57,6,10.53
2026,100141,78,9,11.54
2026,100145,27,3,11.11
2026,100150,57,7,12.28
2026,100151,92,5,5.43
2026,100152,70,4,5.71
2026,100154,541,40,7.39
2026,100156,67,7,10.45
2026,100158,294,31,10.54
2026,100159,110,10,9.09
2026,100161,41,3,7.32
2026,100163,142,18,12.68
2026,100164,162,10,6.17
2026,100165,90,6,6.67
2026,100167,192,19,9.90
2026,100168,112,13,11.61
2026,100169,148,11,7.43
2026,100170,172,15,8.72
2026,100172,102,13,12.75
2026,100173,132,15,11.36
2026,100174,84,8,9.52
2026,100177,197,17,8.63
2026,100179,46,6,13.04
2026,100181,55,3,5.45
2026,100183,75,5,6.67
2026,100185,249,25,10.04
2026,100186,40,0,0.00
2026,100188,175,14,8.00
2026,100190,44,7,15.91
2026,100192,78,7,8.97
2026,100194,107,12,11.21
2026,100195,214,16,7.48
2026,100197,374,47,12.57
2026,100198,137,10,7.30
2026,100200,21,2,9.52
2026,100203,104,9,8.65
2026,100205,23,0,0.00
2026,100206,39,2,5.13
2026,100207,239,37,15.48
2026,100210,70,7,10.00
2026,100212,109,8,7.34
2026,100213,146,21,14.38
2026,100214,303,20,6.60
2026,100215,60,7,11.67
2026,100217,40,3,7.50
2026,100219,17,1,5.88
2026,100222,727,68,9.35
2026,100223,133,12,9.02
2026,100225,338,38,11.24
2026,100226,194,24,12.37
2026,100227,360,30,8.33
2026,100228,158,17,10.76
2026,100240,386,42,10.88
2026,100246,457,47,10.28
2026,100254,130,14,10.77
2026,100258,62,3,4.84
2026,100261,230,14,6.09
2026,100263,246,19,7.72
2026,100267,431,41,9.51
2026,100270,594,53,8.92
2026,100273,319,31,9.72
2026,100285,239,24,10.04
2026,100286,57,7,12.28
2026,100289,278,27,9.71
2026,100295,278,32,11.51
2026,100296,168,17,10.12
2026,100297,132,8,6.06
2026,100298,276,26,9.42
2026,100300,313,26,8.31
2026,100302,283,30,10.60
2026,100305,261,27,10.34
2026,100306,302,36,11.92
2026,100307,271,22,8.12
2026,100308,272,22,8.09
2026,100309,185,20,10.81
2026,100310,975,89,9.13
2026,100315,313,31,9.90
2026,100319,88,7,7.95
2026,100323,272,27,9.93
2026,100325,296,33,11.15
2026,100329,105,6,5.71
2026,100334,64,11,17.19
2026,100338,162,14,8.64
2026,100343,114,15,13.16
